id,first_name,last_name,games_played,total_points,avg_points,high_score,low_score,final_cost,final_selections,is_def,is_mid,is_ruc,is_fwd
295584,Bradley,Hill,22,1951,88.7,129,54,600000,2552,False,True,False,False
296190,Jack,Martin,16,1335,83.4,120,54,540000,905,False,True,False,True
270919,Tom,Rockliff,18,1788,99.3,166,43,589000,24237,False,True,False,False
281091,Hugh,Greenwood,14,1096,78.3,115,41,540000,666,False,True,False,True
297406,Tom,Cutler,3,241,80.3,91,73,583000,62,False,True,False,False
270896,Trent,Cotchin,11,778,70.7,107,20,481000,10392,False,True,False,False
280762,Shane,Mumford,16,1051,65.7,113,18,386000,4500,False,False,True,False
290832,David,Swallow,22,1933,87.9,118,52,605000,482,False,True,False,False
261892,Hamish,Hartlett,11,840,76.4,112,39,505000,2493,True,False,False,False
271439,Liam,Picken,0,0,0,0,0,387000,162,False,False,False,True
296035,Trent,Dumont,21,1850,88.1,123,53,567000,830,False,True,False,False
270935,Michael,Hurley,18,1394,77.4,111,29,475000,2029,True,False,False,False
294429,Luke,Dunstan,18,1545,85.8,119,60,565000,281,False,True,False,False
997078,Mason,Redman,19,1309,68.9,91,52,491000,1100,True,False,False,False
280744,Luke,Breust,22,1500,68.2,102,24,424000,1697,False,False,False,True
291545,Mitch,Wallis,10,793,79.3,99,56,547000,945,False,True,False,True
994185,Jordan,De Goey,16,1348,84.3,119,54,555000,8476,False,False,False,True
290032,Kane,Lambert,18,1559,86.6,142,44,554000,7689,False,False,False,True
293845,Jeremy,Cameron,20,1750,87.5,154,41,577000,5703,False,False,False,True
290802,Ben,Jacobs,0,0,0,0,0,563000,57,False,True,False,False
280317,Rhys,Stanley,16,1300,81.3,110,45,542000,1752,False,False,True,False
294685,Zac,Williams,20,1854,92.7,142,43,704000,29057,True,False,False,False
297899,James,Harmes,22,2067,94,117,72,632000,1061,False,True,False,False
292511,Zach,Tuohy,15,1024,68.3,105,50,453000,1745,True,False,False,False
296359,Christian,Salem,20,1792,89.6,128,58,554000,7981,True,False,False,False
270938,Tom,Lynch,16,1430,89.4,126,47,576000,1995,False,False,False,True
294472,Rory,Atkins,20,1628,81.4,127,40,529000,905,False,True,False,False
296420,Alex,Neal-Bullen,14,862,61.6,82,39,442000,481,False,False,False,True
261396,Robbie,Gray,19,1543,81.2,120,43,533000,6776,False,True,False,True
296294,Blake,Acres,19,1283,67.5,96,39,468000,390,False,True,False,True
296296,Dom,Sheed,22,2089,95,133,42,591000,12863,False,True,False,False
220096,Aaron,Sandilands,6,436,72.7,92,40,508000,454,False,False,True,False
293479,Cameron,Ellis-Yolmen,10,879,87.9,134,52,617000,580,False,True,False,False
240254,Jarrod,Harbrow,21,1485,70.7,123,23,462000,1077,True,False,False,False
281007,Michael,Walters,22,2056,93.5,143,55,650000,10256,False,True,False,True
250089,Jordan,Lewis,12,748,62.3,87,36,442000,788,True,True,False,False
290671,Anthony,Miles,17,1451,85.4,129,44,591000,3728,False,True,False,False
290246,Tom,Campbell,2,78,39,40,38,374000,358,False,False,True,False
291784,Dom,Tyson,3,230,76.7,87,71,551000,247,False,True,False,False
271045,Nic,Naitanui,3,217,72.3,82,60,547000,1583,False,False,True,False
210012,Shaun,Burgoyne,18,1273,70.7,103,43,498000,1326,True,True,False,False
992351,Bailey,Williams,9,558,62,78,46,454000,259,True,False,False,False
261290,Chris,Masten,15,989,65.9,101,34,481000,553,False,True,False,False
261320,Tom,Bellchambers,15,1074,71.6,111,31,515000,1299,False,False,True,False
291800,Tom,Stewart,22,2090,95,124,73,618000,28004,True,False,False,False
993903,Jacob,Hopper,19,1778,93.6,122,55,661000,1173,False,True,False,False
250298,Shaun,Grigg,0,0,0,0,0,556000,150,False,True,False,False
294733,Paul,Seedsman,13,946,72.8,111,24,537000,809,False,True,False,False
298210,Christian,Petracca,22,1670,75.9,102,43,532000,5264,False,True,False,True
290826,Jamie,Cripps,17,1090,64.1,94,11,401000,733,False,False,False,True
291748,Brodie,Smith,22,1915,87,133,38,640000,42081,True,False,False,False
290757,Jimmy,Webster,8,473,59.1,76,28,426000,287,True,False,False,False
261314,David,Myers,7,379,54.1,77,33,401000,184,False,True,False,False
992462,Daniel,Howe,12,809,67.4,108,32,449000,263,False,True,False,False
998133,Jarrod,Berry,18,1433,79.6,121,55,541000,960,False,True,False,False
290117,Dan,Hannebery,5,493,98.6,117,82,582000,8172,False,True,False,False
297907,Nic,Newman,20,1867,93.4,135,66,684000,15858,True,False,False,False
290623,Josh,Caddy,15,1058,70.5,109,49,458000,808,False,False,False,True
291526,Luke,Dahlhaus,21,1626,77.4,108,42,485000,9340,False,True,False,True
996731,Charlie,Curnow,11,715,65,122,9,500000,8767,False,False,False,True
220047,Luke,Hodge,20,1323,66.2,89,46,453000,1823,True,False,False,False
291861,Jed,Anderson,17,1338,78.7,111,43,502000,271,False,True,False,False
294828,Josh,Jenkins,11,826,75.1,104,43,524000,748,False,False,False,True
296735,Aaron,Hall,6,484,80.7,106,65,573000,461,False,True,False,False
296334,Orazio,Fantasia,14,761,54.4,104,28,318000,1206,False,False,False,True
290838,Jack,Darling,22,1569,71.3,120,18,556000,3727,False,False,False,True
240336,Brett,Deledio,13,957,73.6,101,41,499000,486,False,True,False,True
298630,Kyle,Langford,17,1201,70.6,96,42,448000,682,False,True,False,True
1003029,Brayden,Sier,6,304,50.7,95,14,373000,369,False,True,False,False
1001448,Rupert,Wills,7,475,67.9,84,44,438000,1657,False,True,False,False
270928,Scott,Selwood,2,167,83.5,93,74,531000,554,False,True,False,False
290815,Tom,Nicholls,0,0,0,0,0,242000,1790,False,False,True,False
998659,Luke,Ryan,18,1441,80.1,136,43,520000,2120,True,False,False,False
281085,Steven,May,8,462,57.8,76,18,423000,454,True,False,False,False
292145,Tom,Jonas,18,1156,64.2,98,32,428000,666,True,False,False,False
990882,Wayne,Milera,17,1306,76.8,103,42,481000,3094,True,False,False,False
240302,Grant,Birchall,3,219,73,80,66,408000,1467,True,False,False,False
230253,Jarrad,McVeigh,6,372,62,89,45,472000,761,True,False,False,False
291978,Harry,Cunningham,9,726,80.7,128,41,548000,575,True,True,False,False
290799,Tom,Liberatore,15,1140,76,119,36,449000,17954,False,True,False,False
994389,Jack,Sinclair,22,1460,66.4,93,32,426000,764,False,True,False,True
250267,Paddy,Ryder,17,1194,70.2,91,46,483000,3185,False,False,True,True
250340,David,Armitage,2,132,66,68,64,532000,203,False,True,False,True
240357,Jarryd,Roughead,8,528,66,100,43,447000,688,False,False,False,True
250312,Bachar,Houli,19,1961,103.2,144,63,697000,48285,True,False,False,False
298091,Logan,Austin,0,0,0,0,0,525000,148,True,False,False,False
992049,Jayden,Short,12,845,70.4,106,3,513000,8026,True,False,False,False
1001438,Bayley,Fritsch,22,1633,74.2,134,31,548000,2336,True,True,False,False
280038,Shaun,McKernan,15,1020,68,103,19,506000,387,False,False,False,True
296355,Luke,McDonald,13,755,58.1,78,37,409000,193,True,False,False,False
293987,Jarrod,Lienert,7,563,80.4,116,54,542000,376,True,False,False,False
295136,Caleb,Daniel,17,1594,93.8,135,63,633000,2707,True,False,False,True
298419,Brandan,Parfitt,17,1227,72.2,93,35,458000,846,False,False,False,True
298305,Jordan,Cunico,0,0,0,0,0,524000,235,False,True,False,False
998145,Sean,Darcy,11,757,68.8,92,54,471000,739,False,False,True,False
293801,Jamie,Elliott,14,946,67.6,117,37,475000,7161,False,False,False,True
295344,Toby,Greene,16,1575,98.4,146,47,784000,5107,False,False,False,True
1000978,Hugh,McCluggage,21,1919,91.4,125,61,600000,2199,False,True,False,False
271015,Matt,de Boer,15,1048,69.9,105,47,466000,289,False,False,False,True
290188,Sam,Reid,22,1525,69.3,125,27,466000,2387,False,False,False,True
296211,Lewis,Taylor,5,352,70.4,108,40,488000,122,False,False,False,True
993817,Darcy,Parish,20,1587,79.4,105,19,489000,1854,False,True,False,True
281080,Brad,Sheppard,22,1812,82.4,113,46,521000,4796,True,False,False,False
295012,Matthew,Scharenberg,7,361,51.6,80,21,393000,94,True,False,False,False
295103,Riley,Knight,15,1076,71.7,94,48,485000,2141,False,True,False,True
293713,Brandon,Ellis,20,1695,84.8,130,46,529000,9589,True,False,False,False
294266,Tom,Hickey,18,1247,69.3,141,31,480000,1496,False,False,True,False
297523,Reilly,O'Brien,18,1719,95.5,146,48,699000,11816,False,False,True,False
1006126,James,Rowbottom,12,758,63.2,87,25,427000,2684,False,True,False,True
1006203,Chayce,Jones,8,365,45.6,97,12,292000,4327,False,True,False,False
1006103,Jye,Caldwell,2,110,55,72,38,282000,1200,False,True,False,False
993905,Callum,Mills,22,1657,75.3,108,42,479000,4094,True,False,False,False
998105,Corey,Lyons,0,0,0,0,0,170000,7164,False,True,False,False
998107,Hamish,Brayshaw,0,0,0,0,0,170000,6922,False,True,False,False
1006232,Samuel,Wicks,0,0,0,0,0,170000,3296,False,True,False,True
291819,Adam,Tomlinson,22,1701,77.3,117,45,464000,1258,False,True,False,False
295265,Nick,Haynes,19,1508,79.4,111,44,566000,726,True,False,False,False
298524,Lachie,Weller,17,1403,82.5,105,52,546000,1454,True,True,False,False
1003620,Sam,Murray,0,0,0,0,0,540000,132,True,False,False,False
280918,Allen,Christensen,11,706,64.2,97,12,453000,352,False,False,False,True
297452,Nick,Hind,11,531,48.3,76,22,319000,26425,False,True,False,True
1013978,James,Madden,0,0,0,0,0,170000,447,False,True,False,False
240370,Richard,Douglas,9,537,59.7,82,39,430000,580,False,True,False,True
294674,Nick,Vlastuin,21,1656,78.9,124,46,536000,7784,True,False,False,False
994386,Tom,Atkins,20,1064,53.2,96,2,347000,17457,False,True,False,True
294823,Timothy,Smith,7,392,56,75,32,401000,307,False,False,False,True
280933,Dylan,Roberton,0,0,0,0,0,537000,235,True,False,False,False
296371,Brett,Bewley,7,380,54.3,64,38,335000,26111,False,True,False,True
290289,Josh,Thomas,20,1181,59.1,74,43,420000,1183,False,False,False,True
290746,Scott,Lycett,18,1501,83.4,140,43,624000,5323,False,False,True,True
295444,Tom,Langdon,9,586,65.1,94,41,451000,1592,True,False,False,False
1002242,Charlie,Constable,7,584,83.4,107,44,500000,24958,False,True,False,False
1005330,Kade,Chandler,1,60,60,60,60,189000,8073,False,True,False,False
291720,Will,Hoskin-Elliott,17,1281,75.4,112,47,543000,1493,False,False,False,True
1002383,Callum,Porter,0,0,0,0,0,170000,1135,False,True,False,False
290823,Reece,Conca,22,1644,74.7,108,42,477000,710,False,True,False,False
294101,Jason,Johannisen,19,1560,82.1,106,51,538000,3875,True,False,False,False
297139,Billy,Stretch,9,627,69.7,86,45,462000,868,False,True,False,False
1005793,Jarrod,Cameron,7,350,50,101,24,310000,11012,False,True,False,True
1008855,Oskar,Baker,9,495,55,87,30,340000,7535,False,True,False,True
291802,Tomas,Bugg,0,0,0,0,0,438000,388,False,True,False,False
992010,Brayden,Maynard,22,1690,76.8,130,43,546000,2835,True,False,False,False
1002213,Ed,Phillips,4,218,54.5,70,39,421000,229,False,True,False,False
1004917,Trent,Mynott,0,0,0,0,0,170000,357,False,True,False,False
280711,Charlie,Dixon,9,508,56.4,92,25,396000,317,False,False,False,True
992258,Cameron,Hewett,0,0,0,0,0,170000,3367,False,True,False,False
993979,Sam,Powell-Pepper,19,1430,75.3,106,48,510000,1995,False,True,False,True
1004716,Kai,Pudney,0,0,0,0,0,170000,201,False,True,False,False
1008297,Riley,Collier-Dawkins,0,0,0,0,0,232000,871,False,True,False,False
1006085,Connor,McFadyen,0,0,0,0,0,188000,428,False,True,False,True
1006121,Zak,Butters,19,1077,56.7,79,34,369000,11675,False,True,False,True
298421,Jade,Gresham,19,1585,83.4,106,45,602000,1196,False,True,False,True
991976,Will,Hayes,8,555,69.4,101,42,424000,8993,False,True,False,False
994295,Dan,Houston,21,1687,80.3,123,48,605000,3864,True,False,False,False
1006127,Rhylee,West,2,107,53.5,54,53,251000,3805,False,True,False,False
1006130,Bailey,Smith,22,1522,69.2,108,34,501000,6539,False,True,False,True
1008139,Toby,Bedford,0,0,0,0,0,170000,1875,False,True,False,True
280824,Jake,Melksham,12,897,74.8,111,52,505000,902,False,False,False,True
999309,Jackson,Hately,7,473,67.6,84,47,403000,3513,False,True,False,False
1004850,Luke,Valente,0,0,0,0,0,208000,884,False,True,False,False
1005599,Luke,Foley,0,0,0,0,0,210000,264,False,True,False,False
270588,Cale,Hooker,17,1267,74.5,116,49,458000,1301,True,False,False,False
271078,Matthew,Broadbent,10,746,74.6,100,40,484000,1685,True,False,False,False
291821,Jonathon,Patton,0,0,0,0,0,511000,503,False,False,True,True
1006137,Curtis,Taylor,2,48,24,37,11,181000,11085,False,True,False,True
290194,Jamie,Macmillan,18,1351,75.1,118,33,484000,1915,True,False,False,False
1002922,Jack,Bytel,0,0,0,0,0,190000,140,False,True,False,False
1006101,Oscar,Brownless,0,0,0,0,0,170000,1767,False,True,False,False
281052,Mark,Hutchings,16,816,51,79,11,334000,634,False,True,False,False
1004695,Aaron,Nietschke,0,0,0,0,0,170000,203,False,True,False,False
293651,Hayden,Crozier,21,1503,71.6,116,23,513000,668,True,False,False,False
1006094,Sam,Walsh,22,2029,92.2,137,67,599000,62567,False,True,False,False
280336,Stephen,Hill,3,113,37.7,51,29,420000,183,True,False,False,False
294518,Joe,Daniher,4,276,69,99,39,510000,528,False,False,False,True
1006133,Jack,Ross,7,434,62,92,11,363000,5222,False,True,False,False
296078,Taylor,Garner,9,530,58.9,81,32,394000,225,False,False,False,True
999391,Tom,Sparrow,2,104,52,64,40,257000,1269,False,True,False,False
271072,Daniel,Rich,22,1936,88,111,66,569000,9700,True,False,False,False
296209,Kade,Kolodjashnij,2,92,46,56,36,520000,173,True,False,False,False
1006058,Bailey,Scott,4,216,54,97,30,289000,18692,False,True,False,False
1013949,Brodie,Riach,0,0,0,0,0,170000,671,False,True,False,True
994539,Sam,Petrevski-Seton,22,1710,77.7,106,26,507000,6082,False,True,False,True
1000932,Tom,Doedee,1,38,38,38,38,505000,501,True,False,False,False
295942,Jordan,Murdoch,14,781,55.8,89,33,367000,391,True,True,False,False
991930,Darcy,Byrne-Jones,22,1898,86.3,126,8,571000,2262,True,False,False,False
992468,Rowan,Marshall,20,1983,99.2,126,53,666000,24971,False,False,True,True
1006128,Will,Golds,0,0,0,0,0,170000,333,False,True,False,False
1006150,Tom,Joyce,0,0,0,0,0,192000,310,False,True,False,False
1006208,Fraser,Turner,0,0,0,0,0,170000,328,False,True,False,False
1013973,Matthew,Owies,0,0,0,0,0,170000,1165,False,True,False,True
280416,Chris,Mayne,19,1478,77.8,131,10,520000,2195,False,True,False,False
1005729,Tarryn,Thomas,20,1105,55.3,84,36,341000,2474,False,True,False,True
1006536,Luke,English,0,0,0,0,0,170000,474,False,True,False,False
1008312,Liam,Stocker,5,226,45.2,52,32,286000,2360,True,True,False,False
991988,Zak,Jones,17,1408,82.8,105,51,533000,2097,True,False,False,False
998327,Kyron,Hayden,1,27,27,27,27,171000,10519,False,True,False,True
999346,Boyd,Woodcock,0,0,0,0,0,170000,5272,False,True,False,True
1006097,Irving,Mosquito,0,0,0,0,0,196000,8299,False,True,False,True
1006135,Xavier,O'Halloran,0,0,0,0,0,228000,180,False,True,False,False
291773,Jack,Newnes,20,1394,69.7,104,30,402000,4746,False,True,False,True
297255,Mitch,McGovern,16,781,48.8,74,22,322000,5705,False,False,False,True
1006033,Ely,Smith,0,0,0,0,0,230000,351,False,True,False,False
1006100,Thomas,Berry,0,0,0,0,0,200000,336,False,True,False,False
290641,Jake,Carlisle,10,529,52.9,84,41,370000,143,True,False,False,False
1014044,Red,Og Murphy,0,0,0,0,0,170000,234,False,True,False,False
290156,Jasper,Pittard,22,1572,71.5,107,27,434000,2108,True,False,False,False
295067,James,Aish,13,870,66.9,96,20,471000,2924,True,True,False,False
1003132,Tom,North,0,0,0,0,0,170000,887,False,True,False,False
1005054,Josh,Daicos,5,316,63.2,83,39,453000,128,False,False,False,True
280013,Jackson,Trengove,16,910,56.9,100,30,348000,914,True,False,True,False
290160,Michael,Hibberd,19,1165,61.3,100,38,435000,1450,True,False,False,False
293813,Tom,J. Lynch,22,1372,62.4,100,33,502000,13408,False,False,False,True
293255,George,Horlin-Smith,7,327,46.7,68,26,333000,447,False,True,False,False
294125,Nathan,Wilson,18,1166,64.8,100,35,435000,732,True,False,False,False
1008185,Ned,McHenry,0,0,0,0,0,240000,692,False,True,False,True
1002355,Tobin,Cox,0,0,0,0,0,170000,602,False,True,False,True
994073,Thomas,Jok,1,58,58,58,58,189000,7243,False,True,False,False
1002590,Mathew,Walker,0,0,0,0,0,170000,761,False,True,False,True
1008282,Xavier,O'Neill,0,0,0,0,0,216000,110,False,True,False,False
996442,Ryan,Clarke,14,868,62,93,28,448000,462,True,True,False,False
999827,Zac,Fisher,21,1327,63.2,103,24,335000,14590,False,True,False,True
1004681,Jacob,Kennerley,0,0,0,0,0,172000,6956,False,True,False,False
1008288,Atu,Bosenavulagi,0,0,0,0,0,170000,620,False,True,False,True
293854,Matt,Taberner,9,778,86.4,128,57,568000,532,False,False,False,True
294859,Jeremy,McGovern,21,1444,68.8,100,47,456000,7716,True,False,False,False
298268,Liam,Duggan,15,1000,66.7,97,33,430000,552,True,False,False,False
998102,Andrew,McGrath,22,1644,74.7,106,49,480000,9651,True,True,False,False
260113,Jarryn,Geary,5,339,67.8,91,34,499000,152,True,False,False,False
270326,Lachie,Henderson,5,280,56,70,42,405000,476,True,False,False,False
290073,Sam,Lloyd,22,1711,77.8,107,48,518000,1776,False,True,False,True
294654,James,Stewart,0,0,0,0,0,441000,52,False,False,False,True
1004989,Doulton,Langlands,3,173,57.7,75,39,259000,16723,False,True,False,True
294596,Tim,Membrey,22,1551,70.5,100,42,515000,912,False,False,False,True
296254,Jarman,Impey,17,1213,71.4,103,9,512000,1416,True,False,False,True
297990,Aaron,vandenBerg,0,0,0,0,0,405000,888,False,True,False,True
291867,Ben,Brown,22,1582,71.9,133,18,537000,3583,False,False,False,True
294036,George,Hewett,22,1656,75.3,110,36,499000,1314,False,True,False,False
1001398,Matthew,Kennedy,10,484,48.4,68,21,335000,309,False,True,False,False
240406,Josh,J. Kennedy,20,1081,54.1,102,15,333000,4628,False,False,False,True
293884,Jake,Stringer,18,1175,65.3,91,27,439000,1439,False,False,False,True
998129,Will,Brodie,8,702,87.8,142,42,564000,389,False,True,False,False
298271,Paul,Ahern,7,424,60.6,84,35,432000,330,False,True,False,False
993794,Blake,Hardwick,22,1590,72.3,109,46,478000,1260,True,False,False,False
290722,Sam,Gray,20,1490,74.5,122,37,445000,1374,False,False,False,True
270512,Pearce,Hanley,16,1223,76.4,132,47,545000,958,True,False,False,False
280608,Jack,Trengove,0,0,0,0,0,419000,474,True,False,False,False
291509,Adam,Kennedy,19,1241,65.3,93,34,435000,1003,True,False,False,False
294092,Anthony,McDonald-Tipungwuti,22,1384,62.9,139,30,419000,4321,False,False,False,True
280863,Ryan,Bastinac,3,162,54,71,43,419000,379,False,True,False,False
297258,Nick,Robertson,4,224,56,70,50,428000,196,True,False,False,False
280864,Sam,Wright,4,221,55.3,75,35,415000,60,True,False,False,False
1002240,Jaidyn,Stephenson,12,968,80.7,111,60,555000,2873,False,False,False,True
280722,Zac,Smith,3,220,73.3,78,69,489000,321,False,False,True,False
992242,Jordan,Dawson,20,1654,82.7,118,43,562000,2627,False,True,False,True
291792,Tommy,Sheridan,1,2,2,2,2,471000,104,False,True,False,False
1002222,James,Worpel,22,2128,96.7,134,60,724000,50937,False,True,False,True
996464,Darcy,MacPherson,22,1920,87.3,122,49,560000,2173,False,False,False,True
990609,Charlie,Cameron,22,1481,67.3,98,36,484000,3146,False,False,False,True
996765,Tom,Papley,22,1701,77.3,122,28,485000,3463,False,False,False,True
990740,Rory,Lobb,15,1190,79.3,125,45,531000,5728,False,False,True,True
290889,Keegan,Brooksby,0,0,0,0,0,357000,98,False,False,True,False
1004592,Tim,English,19,1465,77.1,109,51,513000,4989,False,False,True,False
270340,Dawson,Simpson,9,593,65.9,89,37,458000,249,False,False,True,False
297438,Martin,Gleeson,9,526,58.4,81,45,386000,587,True,False,False,False
270296,Andy,Otten,3,197,65.7,68,64,448000,440,True,False,False,False
997846,Conor,McKenna,21,1476,70.3,116,45,535000,752,True,False,False,False
294650,Josh,Smith,2,93,46.5,61,32,422000,127,False,False,False,True
1005199,Elliott,Himmelberg,7,413,59,76,44,391000,400,False,False,False,True
281281,Lewis,Jetta,20,1224,61.2,90,35,407000,1974,True,False,False,False
296439,Darcy,Lang,8,367,45.9,75,17,330000,129,False,True,False,True
992644,Braydon,Preuss,7,395,56.4,108,26,367000,1606,False,False,True,True
1002232,Andrew,Brayshaw,22,1530,69.5,106,36,532000,4914,False,True,False,True
996059,Harris,Andrews,19,1070,56.3,87,29,356000,1413,True,False,False,False
270325,Robbie,Tarrant,22,1431,65,107,32,416000,749,True,False,False,False
293603,Sam,Mayes,0,0,0,0,0,510000,50,True,False,False,False
294469,Aliir,Aliir,22,1416,64.4,92,35,444000,2799,True,False,False,False
992128,Ryan,Burton,16,1155,72.2,110,8,466000,2679,True,False,False,False
291548,Ryan,Lester,9,502,55.8,78,36,394000,59,True,False,False,False
280012,Jordan,Roughead,22,1220,55.5,106,20,378000,5474,False,False,True,True
240232,Ben,Reid,7,383,54.7,83,0,396000,95,False,False,False,True
290307,Dane,Rampe,21,1668,79.4,130,41,571000,2960,True,False,False,False
990816,Aaron,Francis,16,862,53.9,73,29,346000,1533,True,False,False,True
992018,Teia,Miles,0,0,0,0,0,456000,76,True,False,False,False
1000963,Harry,Morrison,9,483,53.7,67,40,382000,411,False,True,False,True
990827,Jack,Graham,14,1160,82.9,146,39,583000,6903,False,True,False,False
992000,Jack,Lonie,13,863,66.4,114,23,445000,220,False,False,False,True
290622,Mitch,Brown,15,1026,68.4,119,25,468000,433,False,False,False,True
291849,Brody,Mihocek,22,1602,72.8,120,26,498000,2749,False,False,False,True
1004356,Brayden,Ainsworth,0,0,0,0,0,369000,707,False,True,False,False
280990,Steven,Motlop,14,904,64.6,103,32,449000,1764,False,True,False,True
290817,Brandon,Matera,20,1240,62,100,37,391000,556,False,False,False,True
260930,Shane,Edwards,21,1553,74,127,39,541000,15880,False,True,False,True
281024,Maverick,Weller,2,109,54.5,60,49,463000,4375,False,False,False,True
280506,Taylor,Walker,22,1389,63.1,95,35,418000,1852,False,False,False,True
998260,Jack,Bowes,15,1072,71.5,101,14,411000,666,False,True,False,False
230232,Daniel,Wells,1,67,67,67,67,458000,83,False,False,False,True
296367,Tom,Boyd,0,0,0,0,0,460000,637,False,False,True,True
1004880,Ben,Ronke,13,631,48.5,87,24,367000,641,False,False,False,True
294168,Marcus,Adams,8,395,49.4,86,15,368000,339,True,False,False,False
1000981,Daniel,Rioli,19,1067,56.2,80,37,383000,7811,False,False,False,True
240060,Eddie,Betts,21,1230,58.6,120,31,396000,3781,False,False,False,True
290199,Majak,Daw,0,0,0,0,0,465000,276,True,False,False,False
250362,David,Mackay,18,1179,65.5,104,46,453000,719,True,False,False,False
290085,Taylor,Duryea,13,997,76.7,129,45,555000,425,True,False,False,False
291550,Josh,Walker,11,615,55.9,117,17,342000,357,True,False,False,False
1007125,Corey,Maynard,0,0,0,0,0,425000,236,False,True,False,False
280972,Jack,Watts,2,159,79.5,92,67,488000,331,False,False,False,True
997842,Colin,O'Riordan,12,663,55.3,80,13,378000,541,True,False,False,False
998115,Taylin,Duman,14,922,65.9,99,32,448000,167,True,False,False,False
290546,Aaron,Young,2,95,47.5,54,41,437000,57,False,False,False,True
1000953,Harry,McKay,20,1230,61.5,128,3,418000,4035,False,False,False,True
992059,Sam,Switkowski,18,1014,56.3,89,33,423000,403,False,False,False,True
294798,Mark,Baguley,10,481,48.1,65,17,354000,195,False,False,False,True
997100,Will,Hayward,13,725,55.8,77,29,387000,203,False,False,False,True
998180,Bailey,Banfield,7,386,55.1,79,27,380000,565,False,True,False,True
281395,Scott,D. Thompson,19,1121,59,89,20,387000,346,True,False,False,False
290787,Shaun,Atley,21,1402,66.8,111,35,425000,880,True,False,False,True
297456,Nick,Holman,12,760,63.3,109,17,464000,63,False,False,False,True
297473,Jake,Kelly,22,1474,67,105,24,422000,1314,True,False,False,False
298347,Jake,Long,0,0,0,0,0,342000,558,False,True,False,False
1002227,Jack,Higgins,13,871,67,98,44,422000,9771,False,False,False,True
294643,Alex,Sexton,22,1290,58.6,103,26,370000,1951,False,False,False,True
993828,Rhys,Mathieson,9,509,56.6,82,28,378000,866,False,True,False,True
298111,Jeremy,Finlayson,19,1346,70.8,127,15,453000,2039,True,False,False,True
996232,Matt,Guelfi,17,959,56.4,100,13,371000,754,True,True,False,False
294663,Jackson,Thurlow,9,524,58.2,83,39,382000,515,True,True,False,False
240072,Heath,Grundy,1,48,48,48,48,454000,234,True,False,False,False
998103,Oliver,Florent,21,1456,69.3,113,27,495000,2372,False,True,False,False
296343,Jay,Kennedy Harris,5,331,66.2,91,48,439000,737,False,True,False,False
998212,Kobe,Mutch,1,0,0,0,0,313000,197,False,True,False,False
291307,Daniel,Menzel,7,339,48.4,75,33,367000,241,False,False,False,True
295340,Mason,Wood,18,1099,61.1,102,24,381000,315,False,False,False,True
1002770,Callum,L. Brown,20,1303,65.2,109,23,444000,981,False,False,False,True
290550,Cameron,Guthrie,18,1381,76.7,114,38,456000,7490,True,True,False,False
291492,Josh,Bruce,22,1285,58.4,113,22,400000,1358,False,False,False,True
261362,Alex,Rance,1,24,24,24,24,415000,7664,True,False,False,False
270653,Jeff,Garlett,7,377,53.9,76,38,384000,175,False,False,False,True
296733,Mark,Blicavs,22,1495,68,101,42,500000,3053,True,False,False,False
1001449,Mitch,Hannan,6,256,42.7,77,15,341000,49,False,False,False,True
295313,Lin,Jong,0,0,0,0,0,430000,293,False,True,False,True
291327,Jonathon,Ceglar,15,1136,75.7,103,48,527000,1506,False,False,True,True
993946,Ben,Keays,2,109,54.5,56,53,355000,565,False,True,False,False
296452,Darren,Minchington,0,0,0,0,0,324000,135,False,True,False,False
298289,Peter,Wright,17,1162,68.4,94,41,464000,255,False,False,False,True
260710,Paul,Puopolo,22,1204,54.7,82,26,370000,872,False,False,False,True
280959,Nathan,Vardy,11,552,50.2,86,17,380000,4761,False,False,True,True
291334,David,Mirra,4,303,75.8,88,65,462000,750,True,False,False,False
294621,Lewis,Pierce,1,47,47,47,47,320000,2970,False,False,True,False
296269,Darcy,Gardiner,22,1269,57.7,78,44,410000,599,True,False,False,False
280804,Phil,Davis,19,1284,67.6,95,25,438000,1302,True,False,False,False
295461,Adam,Saad,21,1413,67.3,92,39,452000,3161,True,False,False,False
280969,Tom,Scully,21,1389,66.1,106,28,438000,3575,False,True,False,False
298144,Sam,Naismith,0,0,0,0,0,299000,1303,False,False,True,False
298281,Jake,Lever,8,479,59.9,81,33,413000,595,True,False,False,False
290198,David,Astbury,19,1066,56.1,100,23,360000,5284,True,False,False,False
298302,Caleb,Marchbank,13,733,56.4,94,34,387000,361,True,False,False,False
993816,Darcy,Tucker,22,1597,72.6,111,48,507000,2147,False,True,False,True
998529,Ivan,Soldo,11,797,72.5,88,52,484000,5367,False,False,True,False
240226,Kieren,Jack,8,387,48.4,71,30,329000,1599,False,True,False,True
990290,Tom,Barrass,12,675,56.3,87,38,380000,1057,True,False,False,False
270861,Levi,Greenwood,16,1016,63.5,88,22,418000,1442,True,False,False,False
293193,Luke,Brown,15,884,58.9,91,25,410000,290,True,False,False,False
1002235,Cameron,Rayner,22,989,45,74,13,308000,3816,False,False,False,True
298277,Billy,Gowers,10,437,43.7,67,20,282000,301,False,False,False,True
996708,Bailey,Dale,9,625,69.4,98,19,488000,567,False,True,False,True
1007124,Conor,Nash,14,567,40.5,63,9,307000,928,False,False,False,True
