1004938,Gryan,Miers,70
992276,Kym,Lebois,30
998257,Brad,Scheer,1000
1002282,Charlie,Spargo,90
1002372,Hugh,Dixon,60
295015,Robert,Young,130
1002138,Toby,Pink,160
280934,Daniel,Talia,10
1002244,Toby,Wooller,20
1009708,Jack,Buckley,1010
291949,Shane,Kersten,60
1000972,Willem,Drew,110
1002392,Jake,Patmore,110
994599,Riley,Bonner,110
1002291,James,Bell,160
295446,Sam,Collins,1000
1003130,Patrick,Lipinski,140
1005717,Nick,Coffield,130
280988,Travis,Colyer,60
295222,Joel,Hamling,60
296070,Ben,Cavarra,140
991933,Jason,Castagna,120
992374,Dan,Butler,120
1011864,Noah,Gown,50
290251,Zac,Clarke,50
1010816,Luke,Lavender,50
294675,Josh,Wagner,90
298470,Shane,McAdam,10
1005547,Joshua,Corbett,1000
1008091,Joel,Amartey,160
260288,James,Frawley,80
294068,Andrew,Phillips,30
1000267,Matthew,Parker,130
1006144,Ben,King,1000
1008190,Brayden,Ham,50
1011791,Zac,Foot,160
994385,Jayden,Hunt,90
1006143,Max,King,130
298437,Callum,Ah Chee,1000
996064,Jesse,Joyce,1000
998205,Harry,Perryman,1010
1011924,Finbar,O'Dwyer,30
294592,Kamdyn,McIntosh,120
992499,Kayne,Turner,100
1002351,Connor,Ballenden,20
261497,Harry,Taylor,70
297354,Karl,Amon,110
993107,Harry,Himmelberg,1010
1002259,Lochie,O'Brien,30
290797,Alex,Keath,10
298417,Ben,Davis,10
1003546,Joel,Smith,90
992111,Matthew,Allen,150
997254,Nathan,Kreuger,70
1000057,Jordan,Houlahan,50
1001195,Izak,Rankine,1000
1002245,Noah,Balta,120
281139,Easton,Wood,140
1004949,Matthew,Ling,160
993841,Josh,Schache,140
294504,Tom,Clurey,110
990424,Jarrod,Garlett,30
1013611,Sam,Sturt,60
999382,Jake,Tarca,70
260246,Tyson,Goldsack,40
298265,Daniel,McKenzie,130
1013532,Thomas,Fullarton,20
291753,Sam,Day,1000
296225,Willie,Rioli,150
297504,Daniel,McStay,20
1004095,Jack,Lukosius,1000
1006028,Nick,Blakey,160
1000061,Callum,Coleman-Jones,120
294556,Nathan,Hrovat,100
295256,Marley,Williams,100
991939,Zaine,Cordy,140
998511,Josh,Schoenfeld,1000
295156,Kaiden,Brand,80
993902,Matthew,Flynn,1010
1002256,Paddy,Dow,30
281124,Levi,Casboult,30
291929,Fraser,McInnes,150
292025,Matt,Dea,50
992752,Archie,Smith,20
993820,Thomas,Cole,150
260069,Hayden,Ballantyne,60
993798,James,Parsons,70
998106,Jordan,Gallucci,10
1000960,Max,Lynch,40
1004965,Tristan,Xerri,100
1005577,Sam,Draper,50
293035,Tim,Broomhead,40
1000937,Jack,Henry,70
993953,Eric,Hipwood,20
1000980,Lloyd,Meek,60
1008752,Kieran,Strachan,10
1008940,Ben,Jarvis,70
993806,Sam,Weideman,90
298211,Darcy,Fort,70
996580,Ethan,Hughes,60
1002404,Aaron,Naughton,140
991773,Billy,Frampton,110
996554,Jake,Waterman,150
1011437,Harry,Edwards,150
1008280,Ed,Richards,140
1001026,Jordan,Ridley,50
1013976,Sam,Alabakis,130
293581,Lincoln,McCarthy,20
296291,Jake,Kolodjashnij,70
992330,Jordon,Sweet,140
281301,Ryan,Schoenmakers,80
298358,Oleg,Markov,120
1004034,Brandon,Zerk-Thatcher,50
1002331,Jacob,Dawson,1000
294624,Lachie,Plowman,30
298287,Ed,Vickers-Willis,100
997142,Peter,Ladhams,110
1004286,Zac,Langdon,1010
1005521,Oscar,McInerney,20
291891,Jacob,Townsend,120
998167,Tom,Williamson,30
1001028,Jack,Silvagni,30
1006276,Derek,Eggmolesse-Smith,120
1008159,William,Hamill,10
997823,Josh,Rotham,150
296422,Callum,Wilkie,130
1000068,Christopher,Burgess,1000
1005247,Sam,Taylor,1010
294077,Michael,Hartley,50
298290,Marc,Pittonet,80
1008202,Blake,Schlensog,70
298336,Nakia,Cockatoo,70
992015,Connor,Menadue,120
1002248,Sam,Hayes,110
1006030,Jacob,Koschitzke,80
1013624,Harry,Reynolds,160
1006114,Bailey,Williams,150
1006159,Damon,Greaves,80
1013977,Stefan,Okunbor,70
280471,Ben,Stratton,80
290527,Trent,McKenzie,110
996716,Bailey,Rice,130
1002266,Oscar,Clavarino,130
1006096,Xavier,Duursma,110
296041,Tim,O'Brien,80
995192,Cam,McCarthy,60
1004385,Oscar,Allen,150
